,Price,MA 7,MA 20,MA 50,RSI 7,RSI 14,RSI 21,Gain,Loss,Average Gain (7),Average Loss (7),Average Gain (14),Average Loss (14),Average Gain (21),Average Loss (21)
179,172.48,185.0628571,153.2125,139.0628,51.75447294,59.29777584,71.12991729,0,26.32,5.242868641,4.887402896,4.179552294,2.868860964,2.747683006,1.115224629
180,178.96,186.27,155.7825,140.1194,56.40245752,61.98610628,69.50083666,6.48,0,5.419601693,4.189202482,4.343869987,2.663942324,2.874917229,1.261604527
181,189.83,188.8157143,158.855,141.4414,63.31847837,66.03832461,68.84671499,10.87,0,6.198230022,3.590744985,4.810022131,2.473660729,3.033170219,1.372515978
182,198.55,191.2642857,162.4965,142.977,68.06042962,68.90218583,68.76920241,8.72,0,6.558482876,3.077781416,5.089306264,2.296970677,3.201042251,1.453719094
183,204.39,192.8271429,166.171,144.5368,70.99059244,70.68510731,68.96688667,5.84,0,6.455842465,2.638098356,5.142927245,2.132901343,3.356032737,1.510118106
184,204.2,192.4585714,169.897,146.0652,70.74424879,70.54340263,69.09910827,0,0.19,5.533579256,2.28837002,4.775575299,1.994122676,3.459725429,1.547177721
185,203.88,193.1842857,173.5775,147.5098,70.2651515,70.28782816,69.17274658,0,0.32,4.743067934,2.007174303,4.434462778,1.874542485,3.520836976,1.56908232
186,205.26,197.8671429,177.073,148.9306,71.24491909,70.7794857,69.28777512,1.38,0,4.262629657,1.720435117,4.216286865,1.740646593,3.556160437,1.576289596
187,206.89,201.8571429,180.6435,150.3674,72.49386112,71.38185521,69.44691253,1.63,0,3.886539706,1.474658671,4.031552089,1.616314693,3.571892784,1.571450028
188,212.45,205.0885714,184.242,151.9886,76.54754577,73.39644518,69.8004209,5.56,0,4.125605463,1.263993147,4.14072694,1.500863644,3.598260054,1.556809224
189,226.28,209.05,188.3615,153.9152,83.57298137,77.61721268,70.62847762,13.83,0,5.511947539,1.083422697,4.832817873,1.393659098,3.689388029,1.534267009
190,230.63,212.7985714,192.7125,155.8982,85.19989205,78.75873372,71.45404635,4.35,0,5.345955034,0.928648026,4.798330882,1.29411202,3.768272173,1.50542801
191,260.85,220.8914286,198.4475,158.489,91.79006382,84.62512703,73.16600573,30.22,0,8.899390029,0.795984022,6.61416439,1.201675447,4.012611118,1.471644963
192,295.63,233.9985714,205.662,161.7604,94.86198083,88.54589898,75.50895553,34.78,0,12.59662002,0.682272019,8.626009791,1.115841486,4.421373447,1.434055775
193,332.02,252.1071429,213.7375,165.7962,96.47293307,91.10251028,78.10896467,36.39,0,15.99567431,0.584804588,10.60915195,1.036138523,4.972530631,1.393615242
194,358,273.6942857,223.037,170.3848,97.20329414,92.4057655,80.46519025,25.98,0,17.42200655,0.501261075,11.70706967,0.962128628,5.565362817,1.351122187
195,313,288.0585714,229.6165,174.1092,68.52780219,72.57616216,78.84059417,0,45,14.93314847,6.858223779,10.8708504,4.107690869,6.011447848,1.61336512
196,340.55,304.3828571,236.9715,178.3528,74.00517885,75.97528579,78.21614062,27.55,0,16.73555583,5.878477525,12.06221823,3.814284379,6.522119657,1.81646571
197,355.48,322.2185714,244.4065,182.9278,76.58197891,77.59593298,78.02939939,14.93,0,16.47761928,5.038695021,12.26705979,3.541835494,6.996191068,1.969905201
198,404.17,342.6928571,254.675,188.4894,82.99537115,81.88715968,78.64549439,48.69,0,21.07938796,4.318881447,14.86869837,3.288847245,7.666819491,2.081761213
199,408.84,358.8657143,266.493,194.1064,83.50098563,82.23855397,79.14659248,4.67,0,18.73518968,3.701898383,14.14021992,3.053929584,8.193884738,2.158910602
200,424.16,372.0285714,278.753,200.0292,85.18673085,83.37781398,79.71287425,15.32,0,18.24730544,3.173055757,14.22448992,2.835791757,8.672619057,2.207203228
201,437.41,383.3728571,291.132,206.1406,86.57117619,84.31488811,80.29686651,13.25,0,17.53340466,2.719762077,14.1548835,2.633235203,9.094561229,2.231610793
202,488.36,408.4242857,305.6225,213.2292,90.53825764,87.28357192,81.30152452,50.95,0,22.307204,2.331224638,16.78310611,2.445146974,9.723734694,2.236354309
203,580.87,442.7557143,324.4465,222.041,94.18019699,90.71853475,82.91806068,92.51,0,32.33617485,1.998192547,22.19216996,2.270493619,10.80051756,2.225013273
204,614.4,479.7442857,344.9565,231.696,94.99484627,91.60379229,84.3202286,33.53,0,32.5067213,1.712736468,23.00201496,2.108315503,11.83414631,2.200619139
205,565.34,502.7685714,363.0295,240.3518,76.67380388,79.63534937,83.44377124,0,49.06,27.86290397,8.476631259,21.35901389,5.462007253,12.59742048,2.499476859
206,675.06,540.8,386.5195,251.2122,84.482481,84.50978708,83.58322212,109.72,0,39.55677483,7.265683936,27.6705129,5.071863878,13.88119926,2.726439101
207,731.15,584.6557143,412.7325,263.3738,87.06501428,86.31334174,84.02402176,56.09,0,41.91866414,6.227729088,29.70047626,4.709587887,15.21631664,2.893167196
208,819.31,639.2128571,443.0755,277.1948,90.0895032,88.56663109,84.80926617,88.16,0,48.52456927,5.338053504,33.87615653,4.373188752,16.80242391,3.009590353
209,764.43,678.6514286,469.983,289.892,77.01177033,79.76324848,83.87394468,0,54.88,41.59248794,12.41547443,31.45643106,7.980818127,17.98290315,3.457489595
210,793.07,708.9657143,498.105,303.2022,78.87852882,80.83392021,83.34870852,28.64,0,39.74213252,10.64183523,31.25525742,7.410759689,19.01905692,3.799601292
211,832.93,740.1842857,526.709,317.2932,81.3390516,82.242094,83.15428516,39.86,0,39.75897073,9.121573052,31.86988189,6.881419711,20.00667187,4.053028518
212,914.13,790.0114286,557.634,333.0614,85.38534462,84.70709145,83.37750981,81.2,0,45.67911777,7.818491188,35.39346175,6.389889732,21.22916929,4.232336265
213,979.08,833.4428571,589.987,350.025,87.84487863,86.34040765,83.81393472,64.95,0,48.43210095,6.701563875,37.50464306,5.933469037,22.52454699,4.349918532
214,1101.83,886.3971429,627.1785,369.468,91.13455916,88.77945928,84.60148258,122.75,0,59.04894367,5.744197607,43.59359712,5.50964982,24.26380397,4.416312773
215,1127.45,930.4171429,667.901,389.4116,91.68268703,89.21242105,85.26391362,25.62,0,54.27338029,4.923597949,42.30976876,5.116103404,25.69283142,4.44046921
216,1033.39,968.84,702.543,407.3724,72.48662778,77.40357843,84.03421999,0,94.06,46.52004025,17.65736967,39.28764242,11.46923888,26.68460327,5.069845423
217,974.03,994.6914286,733.4705,424.1434,62.80487842,71.01498014,82.10482378,0,59.36,39.87432021,23.61488829,36.48138224,14.89000753,27.31268503,5.952942702
218,1078.64,1029.792857,767.194,442.9066,70.81851188,74.94037307,81.03923959,104.61,0,49.12227447,20.24133282,41.34771208,13.82643556,28.3512369,6.633342232
219,1121.48,1059.414286,802.826,462.4584,73.54198902,76.35275155,80.39681127,42.84,0,48.22480669,17.34971385,41.45430408,12.83883302,29.29759737,7.143645642
220,989.04,1060.837143,831.07,479.367,55.02109243,64.28934686,78.02553066,0,132.44,41.33554859,33.7911833,38.49328236,21.38177352,29.87083314,8.412576006
221,1019.66,1049.098571,860.1825,496.8372,57.88214405,65.64097353,76.36544924,30.62,0,39.80475593,28.9638714,37.93090505,19.85450398,30.34387708,9.39120912
222,811.98,1004.031429,876.3635,510.05,38.50261272,51.42420949,72.56709384,0,207.68,34.11836223,54.49474691,35.22155469,33.27061084,30.52361447,11.53899663
223,743.11,962.5628571,884.4755,521.502,34.08719206,47.73224359,69.00600055,0,68.87,29.24431048,56.5483545,32.70572935,35.81342435,30.46269523,13.68229939
224,897.89,951.6857143,898.65,536.0196,49.32458716,55.46995661,67.08224412,154.78,0,47.17798041,48.47001814,41.42532011,33.25532261,31.2586612,15.33885742
225,927.78,930.1342857,916.772,550.947,51.833271,56.79997757,65.79047506,29.89,0,44.70826892,41.54572983,40.60136868,30.87994243,31.89911871,16.58680373
226,887.08,896.6485714,927.373,564.8196,48.05411755,54.41661524,64.44273218,0,40.7,38.32137336,41.42491129,37.70127091,31.58137511,32.20494036,17.76957076
227,878.17,880.81,934.724,578.2474,47.17563378,53.88356735,63.31820322,0,8.91,32.84689145,36.77992396,35.00832299,29.96199117,32.23550946,18.67482567
228,897.27,863.3257143,938.622,592.2168,49.48516849,54.90337689,62.51930502,19.1,0,30.88304982,31.52564911,33.87201421,27.82184895,32.17110662,19.28676964
229,866.99,871.1842857,943.75,606.107,45.78294039,52.90593149,61.62905761,0,30.28,26.47118556,31.34769924,31.45258462,27.99743116,31.8996818,19.86109962
230,854.62,887.1142857,946.8275,619.6202,44.20664959,52.07247564,60.8060559,0,12.37,22.68958762,28.63659934,29.20597143,26.88118608,31.46110589,20.27898056
231,789.15,871.58,944.6385,631.6066,36.45625017,47.78205039,59.612301,0,65.47,19.44821796,33.89851372,27.11983062,29.63752993,30.88906361,20.92752976
232,691.65,837.8471429,933.5145,641.4686,27.94415412,42.20501805,57.8886092,0,97.5,16.66990111,42.98444033,25.18269986,34.48484922,30.21196063,21.97785884
233,559.36,791.03,912.5285,648.568,20.40312775,36.05579143,55.53174403,0,132.29,14.28848667,55.74237743,23.38393558,41.47093142,29.45369997,23.58569306
234,677.84,762.4114286,891.329,658.0408,37.91054738,43.93449656,54.33991701,118.48,0,29.17298857,47.77918065,30.17651161,38.50872203,29.44033276,24.73776389
235,694.25,733.4085714,869.669,667.8482,40.04156363,44.94628217,53.49205345,16.41,0,27.34970449,40.95358342,29.19318935,35.75809903,29.34077903,25.50994578
236,596.12,694.7128571,847.8055,675.6654,32.30599764,40.26660697,52.17760567,0,98.13,23.44260385,49.12164293,27.10796154,40.21323482,29.05991355,26.63431231
237,650.27,665.52,831.6175,684.533,39.79397424,43.74715608,51.44604701,54.15,0,27.82937473,42.10426537,29.03953572,37.3408609,29.00131646,27.37097674
238,645.75,645.0342857,809.973,693.199,39.36987733,43.51920786,50.83017186,0,4.52,23.85374977,36.7350846,26.96528317,34.99651369,28.75619424,27.81688664
239,659.94,640.5042857,786.896,701.8722,41.64758196,44.49696671,50.41218023,14.19,0,22.47321408,31.48721537,26.05276294,32.49676271,28.45700471,27.9916642
240,668.74,656.13,770.881,710.6344,43.19165611,45.13133337,50.12059961,8.8,0,20.51989779,26.98904175,24.82042273,30.17556538,28.07904723,27.94392027
241,734.59,664.2371429,756.6275,720.1092,53.85221659,49.75878171,50.28040178,65.85,0,26.99562667,23.13346436,27.75110682,28.02016785,28.02745578,27.71485094
242,734.27,669.9542857,752.742,728.882,53.79498304,49.73682971,50.4109655,0,0.32,23.13910858,19.87439802,25.76888491,26.04158443,27.79467734,27.34149604
243,738.81,690.3385714,752.527,737.0178,54.5937415,50.07336243,50.54859119,4.54,0,20.48209307,17.0351983,24.25253598,24.18147126,27.44645904,26.85071996
244,726.47,701.2242857,743.956,744.3872,51.75649362,49.11086628,50.5851784,0,12.34,17.55607977,16.36445569,22.52021199,23.33565188,26.9754886,26.35137404
245,760.52,717.62,735.593,753.3376,58.67095748,51.86053362,50.83454634,34.05,0,19.91235409,14.0266763,23.34376827,21.66881961,26.63914886,25.76448367
246,755.16,731.2228571,728.997,761.6298,57.16624415,51.38981164,51.00992074,0,5.36,17.06773208,12.78857969,21.67635625,20.50390392,26.18336711,25.14658348
247,767.74,745.3657143,723.4755,769.875,59.97687754,52.48000718,51.24293058,12.58,0,16.42662749,10.96163973,21.02661652,19.03933935,25.71876046,24.47110997
248,772.53,750.7857143,717.2385,777.2422,61.11045846,52.91303654,51.47484576,4.79,0,14.76425214,9.3956912,19.8668582,17.67938654,25.19711721,23.75323288
249,825.47,763.8142857,715.1625,785.5748,71.51377259,57.52041936,52.03728026,52.94,0,20.2179304,8.0534496,22.22922547,16.41657322,24.96001307,23.00562416
250,849.14,779.5757143,714.8885,794.0744,75.00200333,59.4317629,52.67982922,23.67,0,20.7110832,6.9029568,22.33213794,15.24396085,24.75768308,22.23883047
251,919.41,807.1385714,721.4015,803.7144,82.44670628,64.53365579,53.71037075,70.27,0,27.79092846,5.916820114,25.75627094,14.1551065,24.90212334,21.46159188
252,936.38,832.2614286,733.638,812.6748,83.80554289,65.65691773,54.69356355,16.97,0,26.24508154,5.071560098,25.12868016,13.14402746,24.96607373,20.68111418
253,826.5,842.4528571,746.995,817.5874,52.88151274,53.77992921,54.61288755,0,109.88,22.49578417,20.04419437,23.33377443,20.05373979,24.84844089,20.65078467
254,838.32,852.5357143,755.019,822.0658,54.96696466,54.72863798,54.62713503,11.82,0,20.97067215,17.18073803,22.51136197,18.6213298,24.66378524,20.48554435
255,853.29,864.0728571,762.971,827.8248,57.73122902,55.96152585,54.74245056,14.97,0,20.11343327,14.72634688,21.97269326,17.29123482,24.44710181,20.21129685
256,863.3,869.4771429,776.33,831.5896,59.6628106,56.80854803,54.90900303,10.01,0,18.67008566,12.62258304,21.11821517,16.05614662,24.1720058,19.84992953
257,905.72,877.56,789.1025,835.081,67.09670242,60.29385854,55.34779666,42.42,0,22.06293057,10.81935689,22.63977123,14.909279,24.07157365,19.41990226
258,867.45,870.1371429,800.1875,836.0438,56.19608177,55.91047628,55.37939272,0,38.27,18.91108334,14.74087734,21.02264471,16.57790193,23.82583602,19.19709155
259,840.96,856.5057143,809.2385,837.5744,49.67846922,53.03627323,55.17111027,0,26.49,16.20950001,16.41932343,19.52102723,17.28590893,23.46315335,19.06481688
260,838.05,858.1557143,817.704,838.474,48.95085594,52.71567601,54.97024256,0,2.91,13.89385715,14.48942008,18.12666815,16.2590583,23.00747258,18.84694084
261,860.44,861.3157143,823.9965,839.0242,54.88262371,54.97107864,54.96745301,22.39,0,15.10759184,12.41950293,18.43119185,15.09769699,22.63128778,18.54087237
262,837.98,859.1285714,829.182,837.5012,48.31271191,52.27730895,54.75766851,0,22.46,12.94936444,13.85385965,17.11467815,15.62357578,22.17024381,18.31768129
263,812.9,851.9285714,832.8865,834.1776,41.79476093,49.36809895,54.34603372,0,25.08,11.09945523,15.45759399,15.89220114,16.29903465,21.6430634,18.18148665
264,840,842.54,838.563,828.941,50.2550836,52.4474693,54.21365918,27.1,0,13.38524734,13.24936628,16.6927582,15.13481789,21.24983407,17.94662378
265,838.17,838.3571429,842.4455,823.1554,49.68611477,52.21652241,54.08411352,0,1.83,11.47306915,11.61802824,15.50041833,14.18447375,20.78427383,17.64526208
266,869.15,842.3842857,848.145,819.8706,58.88068547,55.7674708,54.23063533,30.98,0,14.25977356,9.958309918,16.60610273,13.17129706,20.47358334,17.27921674
267,869.57,846.8871429,853.2365,817.7814,58.99919428,55.81540991,54.3585859,0.42,0,12.28266305,8.535694215,15.44995254,12.23049012,20.08353952,16.86285853
268,865.03,847.5428571,857.8615,813.5092,56.93000892,55.11998766,54.42136871,0,4.54,10.5279969,7.964880756,14.3463845,11.6811694,19.62851368,16.4391453
269,846.97,848.8271429,858.9365,808.019,48.9608743,52.32701308,54.28532556,0,18.06,9.023997342,9.407040648,13.32164275,12.13680016,19.12353671,16.10428317
270,808.32,848.1728571,856.8955,804.4046,36.28072406,46.8551904,53.75651833,0,38.65,7.734854864,13.58460627,12.37009684,14.03060015,18.58121853,15.98429856
271,804.39,843.0857143,851.1445,800.0992,35.19929257,46.32473756,53.26432344,0,3.93,6.629875598,12.2053768,11.48651849,13.30912871,18.01210696,15.8043499
272,853.51,845.2771429,847.001,800.9298,54.83156925,53.42241877,53.31621832,49.12,0,12.69989337,10.46175154,14.17462431,12.35847666,17.75914441,15.54994046
273,891.86,848.5214286,850.269,803.9048,64.6004086,58.08284661,53.72957918,38.35,0,16.36419432,8.96721561,15.90143686,11.47572832,17.69271821,15.23647737
274,777,835.2971429,847.203,801.487,36.79435364,43.91139798,52.8029443,0,114.86,14.02645227,24.09475624,14.76561994,18.86031916,17.51813412,15.65830017
275,816.85,828.4142857,845.381,799.2684,46.17245621,48.59733243,52.44049824,39.85,0,17.71553052,20.6526482,16.55736138,17.5131535,17.52753395,15.89612627
276,817.17,824.1571429,843.0745,797.8702,46.24717483,48.6344432,52.14970655,0.32,0,15.23045473,17.70226989,15.39754985,16.26221397,17.41814922,15.98213311
277,817.93,825.53,838.685,796.6654,46.45312814,48.72911777,51.9178927,0.76,0,13.16324691,15.17337419,14.35201057,15.10062726,17.21553483,15.94362078
278,832.52,829.5485714,836.9385,795.3704,50.6850225,50.61110659,51.87074023,14.59,0,13.36706878,13.00574931,14.36900982,14.02201102,17.03227454,15.80372214
279,836.41,827.1057143,836.711,794.7588,51.86826385,51.12621802,51.87065587,3.89,0,12.01320181,11.14778512,13.62050912,13.02043881,16.79327108,15.58201085
280,813.38,815.8942857,835.4775,793.934,44.49446021,47.93846245,51.61612299,0,23.03,10.29703013,12.84524439,12.64761561,13.73540746,16.48392627,15.45168864
281,832.36,823.8028571,834.0735,794.7982,51.16917859,50.66840469,51.60088307,18.98,0,11.53745439,11.01020948,13.09992878,12.75430693,16.24837999,15.24018963
282,830.92,825.8128571,833.7205,797.5836,50.63026407,50.45224836,51.57168501,0,1.44,9.889246623,9.643036693,12.16421958,11.94614215,15.94556412,14.97365854
283,805.08,824.0857143,833.3295,802.498,41.48356631,46.60968041,51.24900395,0,25.84,8.476497105,11.95688859,11.29534675,12.93856057,15.58989426,14.83000283
284,721.32,810.2842857,827.3955,803.3676,24.64571874,36.82026455,50.0195117,0,83.76,7.265568947,22.21447594,10.48853627,17.99723481,15.19349781,15.1816444
285,701.61,791.5828571,820.5675,803.5148,22.17475658,34.95954442,48.78915154,0,19.71,6.227630526,21.85669366,9.73935511,18.11957518,14.76655175,15.49950389
286,672.07,768.1057143,810.7135,805.0338,18.86722959,32.32311634,47.45306972,0,29.54,5.337969022,22.95430885,9.043686888,18.93531981,14.31757162,15.8544946
287,689.65,750.43,801.7175,805.8214,26.48099237,35.44333009,46.56247813,17.58,0,7.086830591,19.67512187,9.653423539,17.58279697,13.97325062,16.03642924
288,697.76,731.2014286,793.354,806.8616,30.01569175,36.88889125,45.92377865,8.11,0,7.232997649,16.86439018,9.543179,16.3268829,13.65228619,16.07585595
289,655.26,706.1071429,783.7685,806.768,23.19701848,32.75020814,44.94612932,0,42.5,6.199712271,20.52662015,8.861523357,18.19639126,13.29740172,16.2877971
290,651.91,684.2257143,775.948,806.4314,22.72233175,32.44124643,44.10114069,0,3.35,5.314039089,18.07281727,8.228557403,17.13593475,12.9172416,16.37279806
291,623.57,670.2614286,766.907,804.211,18.904316,29.87369438,43.10571795,0,28.34,4.554890648,19.53955766,7.640803303,17.93622512,12.51903441,16.52359614
292,644.1,662.0457143,756.4365,802.4076,28.98867562,33.95178256,42.55486917,20.53,0,6.837049127,16.74819228,8.56146021,16.65506618,12.24846368,16.53429119
293,613.85,653.7285714,742.536,799.9084,23.88329577,31.0834713,41.79152913,0,30.25,5.860327823,18.67702196,7.949927338,17.62613288,11.94426674,16.63632599
294,645.14,647.37,735.943,798.2818,37.22505249,37.01124467,41.59650042,31.29,0,9.493138134,16.00887596,9.617075385,16.36712339,11.82754633,16.60644742
295,625.01,636.9771429,726.351,795.5716,32.89716012,34.92969904,41.23389624,0,20.13,8.136975543,16.59760797,8.930141429,16.63590029,11.65180486,16.60602649
296,620.99,632.0814286,716.542,792.8882,32.02955695,34.51226043,40.89241242,0,4.02,6.974550466,14.80080683,8.292274184,15.73476456,11.42907846,16.52006365
297,593.89,623.7928571,705.34,789.4112,26.52724825,31.75698538,40.33570884,0,27.1,5.978186113,16.55783443,7.699968885,16.54656709,11.16951216,16.52186226
298,582.75,617.9614286,692.8515,785.6156,24.50810796,30.67293981,39.7599244,0,11.14,5.124159526,15.78385808,7.149971108,16.16038373,10.88163822,16.4867192
299,571.06,607.5271429,679.584,780.5274,22.41897466,29.5336369,39.16071053,0,11.69,4.392136736,15.19902121,6.639258886,15.8410706,10.57261434,16.42540025
300,622.97,608.83,670.0635,776.004,46.18448608,40.16232608,39.4620966,51.91,0,11.18040292,13.02773247,9.872883251,14.70956556,10.60155666,16.26360655
301,572.39,598.4371429,657.065,769.0636,34.25564232,34.67427966,39.20443014,0,50.58,9.5832025,18.39234211,9.167677305,17.27173945,10.5530636,16.36497491
302,489.31,579.0514286,639.9845,760.1222,22.91414587,27.92453661,38.18743392,0,83.08,8.214173572,27.6334361,8.512843211,21.97232949,10.44168789,16.9015683
